연번,기업명,영향범주,인증번호,제품군,인증제품명,자원발자국-총량,자원발자국-단위,자원발자국-제조전,자원발자국-제조,자원발자국-사용,자원발자국-폐기,탄소발자국-총량,탄소발자국-단위,탄소발자국-제조전,탄소발자국-제조,탄소발자국-사용,탄소발자국-폐기,오존층영향-총량,오존층영향-단위,오존층영향-제조전,오존층영향-제조,오존층영향-사용,오존층영향-폐기,산성비-총량,산성비-단위,산성비-제조전,산성비-제조,산성비-사용,산성비-폐기,부영양화-총량,부영양화-단위,부영양화-제조전,부영양화-제조,부영양화-사용,부영양화-폐기,광화학 스모그-총량,광화학 스모그-단위,광화학 스모그-제조전,광화학 스모그-제조,광화학 스모그-사용,광화학 스모그-폐기,물발자국-총량,물발자국-단위,물발자국-제조전,물발자국-제조,물발자국-사용,물발자국-폐기,시작,종료
432,(주)대원레미콘,환경성적,2022-169,생산재,"레디믹스트 콘크리트 [25-21-120, 경상도]",0.513,kgSbe/m3,0.498,0.0151,,,171,kgCO2e/m3,168,2.38,,,0.0916,kgCFC-11e/m3,0.0916,0.00000103,,,0.104,kgSO2e/m3,0.099,0.00533,,,0.0296,kgPO43-e/m3,0.0287,0.00081,,,0.0375,kgC2H4e/m3,0.0374,0.000109,,,0.45,m3H2Oe/m3,0.337,0.113,,,2022-03-28,2025-03-27
433,(주)대원레미콘,환경성적,2022-171,생산재,"레디믹스트 콘크리트 [25-24-120, 경상도]",0.516,kgSbe/m3,0.504,0.0118,,,172,kgCO2e/m3,170,1.86,,,0.104,kgCFC-11e/m3,0.104,0.00000103,,,0.091,kgSO2e/m3,0.0865,0.00445,,,0.0296,kgPO43-e/m3,0.029,0.000645,,,0.0372,kgC2H4e/m3,0.0371,0.000105,,,0.444,m3H2Oe/m3,0.337,0.107,,,2022-03-28,2025-03-27
434,(주)대원레미콘,환경성적,2022-175,생산재,"레디믹스트 콘크리트 [25-40-150, 경상도]",0.874,kgSbe/m3,0.858,0.0164,,,310,kgCO2e/m3,308,2.58,,,0.11,kgCFC-11e/m3,0.11,0.00000103,,,0.195,kgSO2e/m3,0.189,0.00568,,,0.0469,kgPO43-e/m3,0.046,0.000873,,,0.0461,kgC2H4e/m3,0.046,0.00011,,,0.62,m3H2Oe/m3,0.505,0.115,,,2022-03-28,2025-03-27
435,한통레미콘 주식회사,환경성적,2022-182,생산재,"레디믹스트 콘크리트[25-21-150,경상도]",0.675,kgSbe/m3,0.665,0.00982,,,230,kgCO2e/m3,228,1.55,,,0.058,kgCFC-11e/m3,0.058,0.00000189,,,0.263,kgSO2e/m3,0.26,0.00284,,,0.0538,kgPO43-e/m3,0.0533,0.000498,,,0.0556,kgC2H4e/m3,0.0556,0.0000262,,,0.534,m3H2Oe/m3,0.502,0.0316,,,2022-03-28,2025-03-27
436,비아이레미콘(주),환경성적,2022-186,생산재,"레디믹스트 콘크리트[25-24-150,경상도]",0.617,kgSbe/m3,0.605,0.0121,,,205,kgCO2e/m3,203,1.9,,,0.098,kgCFC-11e/m3,0.098,0.0000034,,,0.172,kgSO2e/m3,0.168,0.00445,,,0.0451,kgPO43-e/m3,0.0444,0.000655,,,0.0507,kgC2H4e/m3,0.0506,0.000101,,,24.3,m3H2Oe/m3,0.339,24,,,2022-03-28,2025-03-27
437,비아이레미콘(주),환경성적,2022-187,생산재,"레디믹스트 콘크리트[25-27-150,경상도]",0.74,kgSbe/m3,0.726,0.0136,,,252,kgCO2e/m3,250,2.14,,,0.0846,kgCFC-11e/m3,0.0846,0.0000034,,,0.227,kgSO2e/m3,0.222,0.00486,,,0.0513,kgPO43-e/m3,0.0505,0.00073,,,0.0553,kgC2H4e/m3,0.0552,0.000102,,,0.566,m3H2Oe/m3,0.414,0.152,,,2022-03-28,2025-03-27
438,비아이레미콘(주),환경성적,2022-188,생산재,"레디믹스트 콘크리트[25-27-180,경상도]",0.804,kgSbe/m3,0.792,0.0119,,,277,kgCO2e/m3,275,1.87,,,0.077,kgCFC-11e/m3,0.077,0.0000034,,,0.256,kgSO2e/m3,0.252,0.0044,,,0.0546,kgPO43-e/m3,0.0539,0.000646,,,0.0588,kgC2H4e/m3,0.0587,0.000101,,,0.679,m3H2Oe/m3,0.511,0.168,,,2022-03-28,2025-03-27
439,비아이레미콘(주),환경성적,2022-189,생산재,"레디믹스트 콘크리트[25-30-150,경상도]",0.709,kgSbe/m3,0.695,0.0138,,,237,kgCO2e/m3,235,2.18,,,0.111,kgCFC-11e/m3,0.111,0.0000034,,,0.182,kgSO2e/m3,0.178,0.00492,,,0.0487,kgPO43-e/m3,0.048,0.000741,,,0.0571,kgC2H4e/m3,0.057,0.000103,,,0.56,m3H2Oe/m3,0.397,0.163,,,2022-03-28,2025-03-27
440,비아이레미콘(주),환경성적,2022-190,생산재,"레디믹스트 콘크리트[25-35-150,경상도]",0.952,kgSbe/m3,0.936,0.0165,,,334,kgCO2e/m3,332,2.6,,,0.0649,kgCFC-11e/m3,0.0649,0.0000034,,,0.315,kgSO2e/m3,0.31,0.00563,,,0.0616,kgPO43-e/m3,0.0607,0.000873,,,0.0627,kgC2H4e/m3,0.0626,0.000106,,,0.682,m3H2Oe/m3,0.545,0.137,,,2022-03-28,2025-03-27
441,성진콘크리트공업(주),환경성적,2022-191,생산재,"레디믹스트 콘크리트[25-24-180,수도권]",0.781,kgSbe/m3,0.773,0.00809,,,283,kgCO2e/m3,282,1.28,,,0.0103,kgCFC-11e/m3,0.0103,0.000000353,,,0.346,kgSO2e/m3,0.344,0.00237,,,0.0603,kgPO43-e/m3,0.0599,0.000412,,,0.0517,kgC2H4e/m3,0.0517,0.0000254,,,0.515,m3H2Oe/m3,0.443,0.0715,,,2022-03-28,2025-03-27
442,성진콘크리트공업(주),환경성적,2022-192,생산재,"레디믹스트 콘크리트[25-27-180,수도권]",0.883,kgSbe/m3,0.875,0.00851,,,321,kgCO2e/m3,320,1.34,,,0.0124,kgCFC-11e/m3,0.0124,,,,0.369,kgSO2e/m3,0.366,0.00247,,,0.064,kgPO43-e/m3,0.0636,0.000433,,,0.0557,kgC2H4e/m3,0.0557,0.0000244,,,0.567,m3H2Oe/m3,0.482,0.0845,,,2022-03-28,2025-03-27
443,성진콘크리트공업(주),환경성적,2022-193,생산재,"레디믹스트 콘크리트[25-35-180,수도권]",1.06,kgSbe/m3,1.04,0.0125,,,388,kgCO2e/m3,386,1.97,,,0.0127,kgCFC-11e/m3,0.0127,0.000000102,,,0.419,kgSO2e/m3,0.415,0.00354,,,0.072,kgPO43-e/m3,0.0714,0.000631,,,0.0598,kgC2H4e/m3,0.0598,0.0000295,,,0.652,m3H2Oe/m3,0.516,0.136,,,2022-03-28,2025-03-27
444,성진콘크리트공업(주),환경성적,2022-194,생산재,"레디믹스트 콘크리트[25-40-180,수도권]",0.99,kgSbe/m3,0.981,0.0085,,,365,kgCO2e/m3,364,1.34,,,0.00973,kgCFC-11e/m3,0.00973,0.000000353,,,0.409,kgSO2e/m3,0.406,0.00247,,,0.0702,kgPO43-e/m3,0.0698,0.000432,,,0.056,kgC2H4e/m3,0.056,0.000024,,,0.58,m3H2Oe/m3,0.503,0.077,,,2022-03-28,2025-03-27
445,(주)은성산업,환경성적,2022-195,생산재,"레디믹스트 콘크리트[25-24-150,충청도]",0.661,kgSbe/m3,0.651,0.0098,,,238,kgCO2e/m3,236,1.55,,,0.00883,kgCFC-11e/m3,0.00883,0.00000361,,,0.274,kgSO2e/m3,0.271,0.0029,,,0.0476,kgPO43-e/m3,0.0471,0.000501,,,0.0443,kgC2H4e/m3,0.0443,0.0000343,,,0.464,m3H2Oe/m3,0.364,0.1,,,2022-03-28,2025-03-27
446,(주)은성산업,환경성적,2022-196,생산재,"레디믹스트 콘크리트[25-21-150,충청도]",0.553,kgSbe/m3,0.545,0.00807,,,196,kgCO2e/m3,195,1.28,,,0.00884,kgCFC-11e/m3,0.00884,0.00000361,,,0.241,kgSO2e/m3,0.239,0.00239,,,0.0424,kgPO43-e/m3,0.042,0.000412,,,0.0412,kgC2H4e/m3,0.0412,0.0000262,,,0.417,m3H2Oe/m3,0.32,0.0969,,,2022-03-28,2025-03-27
447,(주)은성산업,환경성적,2022-197,생산재,"레디믹스트 콘크리트[25-27-150,충청도]",0.826,kgSbe/m3,0.815,0.0107,,,300,kgCO2e/m3,298,1.7,,,0.00883,kgCFC-11e/m3,0.00883,0.00000361,,,0.335,kgSO2e/m3,0.332,0.00317,,,0.0577,kgPO43-e/m3,0.0572,0.00055,,,0.0511,kgC2H4e/m3,0.0511,0.0000387,,,0.521,m3H2Oe/m3,0.418,0.103,,,2022-03-28,2025-03-27
448,(주)은성산업,환경성적,2022-198,생산재,"레디믹스트 콘크리트[25-30-150,충청도]",0.747,kgSbe/m3,0.736,0.0105,,,265,kgCO2e/m3,263,1.66,,,0.00985,kgCFC-11e/m3,0.00985,0.00000361,,,0.308,kgSO2e/m3,0.305,0.00312,,,0.0534,kgPO43-e/m3,0.0528,0.000538,,,0.0521,kgC2H4e/m3,0.052,0.0000415,,,0.489,m3H2Oe/m3,0.388,0.101,,,2022-03-28,2025-03-27
449,주식회사 비알인포텍,저탄소제품,2022-199,에너지사용,BRGH-B22004XAI-T,0.744,kgSbe/대,0.128,0.0158,1,0.00635,115,kgCO2e/대,18.2,2.49,93.9,0.914,0.00017,kgCFC-11e/대,0.00000094,0.000169,,,0.322,kgSO2e/대,0.155,0.00405,0.159,0.0039,0.129,kgPO43-e/대,0.0974,0.000812,0.0295,0.00114,0.0177,kgC2H4e/대,0.0162,0.000236,0.000669,0.000552,8.31,m3H2Oe/대,7.11,0.0303,1.17,0.000721,2022-03-28,2025-03-27
450,(주)성현퍼라이트,저탄소제품,2022-200,생산재,육성용 인공토양[1L],0.000301,kgSbe/L,0.0000824,0.000219,,,0.0439,kgCO2e/L,0.00825,0.0356,,,0.00000743,kgCFC-11e/L,0.00000743,,,,0.00017,kgSO2e/L,0.0000555,0.000115,,,0.0000256,kgPO43-e/L,0.0000115,0.0000141,,,0.000039,kgC2H4e/L,0.0000325,0.00000649,,,0.0000904,m3H2Oe/L,0.0000502,0.0000402,,,2022-03-28,2025-03-27
451,(주)성현퍼라이트,저탄소제품,2022-201,생산재,배수용 인공토양[1L],0.000372,kgSbe/L,0.0000879,0.000284,,,0.0551,kgCO2e/L,0.0089,0.0462,,,0.00000812,kgCFC-11e/L,0.00000812,,,,0.000209,kgSO2e/L,0.0000603,0.000148,,,0.0000307,kgPO43-e/L,0.0000125,0.0000183,,,0.0000431,kgC2H4e/L,0.0000347,0.00000833,,,0.000113,m3H2Oe/L,0.0000549,0.0000576,,,2022-03-28,2025-03-27
452,성일하이텍(주),환경성적,2022-202,생산재,황산코발트(고상),0.0228,kgSbe/kg,0.0162,0.00656,,,2.95,kgCO2e/kg,1.69,1.26,,,0.000198,kgCFC-11e/kg,0.000193,0.00000498,,,0.0118,kgSO2e/kg,0.00754,0.00422,,,0.00189,kgPO43-e/kg,0.00146,0.000423,,,0.00363,kgC2H4e/kg,0.00183,0.00179,,,0.0516,m3H2Oe/kg,0.0198,0.0317,,,2022-04-29,2025-04-28
453,성일하이텍(주),환경성적,2022-203,생산재,"황산코발트(액상, 15.8%)",0.00691,kgSbe/kg,0.00541,0.0015,,,0.857,kgCO2e/kg,0.558,0.299,,,0.0000619,kgCFC-11e/kg,0.0000605,0.00000144,,,0.00356,kgSO2e/kg,0.00244,0.00112,,,0.000557,kgPO43-e/kg,0.000453,0.000104,,,0.0011,kgC2H4e/kg,0.000584,0.000521,,,0.0155,m3H2Oe/kg,0.00723,0.00827,,,2022-04-29,2025-04-28
454,성일하이텍(주),환경성적,2022-204,생산재,황산니켈(고상),0.0262,kgSbe/kg,0.0193,0.00691,,,3.29,kgCO2e/kg,1.97,1.32,,,0.000218,kgCFC-11e/kg,0.000213,0.00000526,,,0.0132,kgSO2e/kg,0.00876,0.00448,,,0.0021,kgPO43-e/kg,0.00166,0.000449,,,0.00402,kgC2H4e/kg,0.00211,0.00191,,,0.0591,m3H2Oe/kg,0.0243,0.0349,,,2022-04-29,2025-04-28
455,성일하이텍(주),환경성적,2022-205,생산재,"황산니켈(액상, 25.0%)",0.00936,kgSbe/kg,0.00696,0.0024,,,1.22,kgCO2e/kg,0.743,0.481,,,0.000095,kgCFC-11e/kg,0.0000927,0.00000228,,,0.00514,kgSO2e/kg,0.00337,0.00177,,,0.000857,kgPO43-e/kg,0.000695,0.000163,,,0.00163,kgC2H4e/kg,0.000805,0.000821,,,0.0227,m3H2Oe/kg,0.00879,0.0139,,,2022-04-29,2025-04-28
456,주식회사 포스코,환경성적,2019-004,생산재,선재(냉간압조용 합금강),0.0101,kgSbe/kg,0.00421,0.00591,,,2.34,kgCO2e/kg,0.15,2.19,,,0.0000442,kgCFC-11e/kg,0.00000109,0.0000431,,,0.00379,kgSO2e/kg,0.00139,0.0024,,,0.00513,kgPO43-e/kg,0.00404,0.00109,,,0.000614,kgC2H4e/kg,0.000277,0.000337,,,0.00488,m3H2Oe/kg,0.000892,0.00399,,,2022-01-25,2025-01-24
457,주식회사 포스코,환경성적,2019-006,생산재,HGI(구조용),0.0086,kgSbe/kg,0.0039,0.0047,,,2.28,kgCO2e/kg,0.0912,2.19,,,0.000052,kgCFC-11e/kg,0.00000118,0.0000508,,,0.00338,kgSO2e/kg,0.00133,0.00205,,,0.00467,kgPO43-e/kg,0.0038,0.000863,,,0.000569,kgC2H4e/kg,0.000266,0.000303,,,0.00537,m3H2Oe/kg,0.000823,0.00455,,,2022-01-25,2025-01-24
458,주식회사 포스코,환경성적,2019-007,생산재,포스맥(Structural),0.0099,kgSbe/kg,0.00414,0.00576,,,2.43,kgCO2e/kg,0.133,2.3,,,0.0000461,kgCFC-11e/kg,0.00000111,0.000045,,,0.00373,kgSO2e/kg,0.00138,0.00235,,,0.00504,kgPO43-e/kg,0.00399,0.00104,,,0.000615,kgC2H4e/kg,0.000274,0.000342,,,0.0061,m3H2Oe/kg,0.000856,0.00524,,,2022-01-25,2025-01-24
459,주식회사 포스코,환경성적,2019-008,생산재,DP강(980DP-H),0.00811,kgSbe/kg,0.00389,0.00422,,,2.39,kgCO2e/kg,0.0669,2.32,,,0.0000558,kgCFC-11e/kg,0.00000127,0.0000545,,,0.00325,kgSO2e/kg,0.00135,0.0019,,,0.00461,kgPO43-e/kg,0.00383,0.000776,,,0.000554,kgC2H4e/kg,0.000267,0.000287,,,0.00618,m3H2Oe/kg,0.00083,0.00535,,,2022-01-25,2025-01-24
460,롯데칠성음료 (주),환경성적,2022-208,비내구재,"칸타타 콘트라베이스 콜드브루 라떼 [500 mL, PET]",0.00523,kgSbe/개,0.00474,0.000406,,0.0000868,0.33,kgCO2e/개,0.243,0.0663,,0.0213,0.0000312,kgCFC-11e/개,0.00000809,0.0000231,,,0.00261,kgSO2e/개,0.00244,0.000109,,0.0000682,0.00119,kgPO43-e/개,0.00113,0.0000224,,0.000038,0.00147,kgC2H4e/개,0.00142,0.000042,,0.00000815,0.022,m3H2Oe/개,0.0198,0.0022,,0.00000951,2022-04-29,2025-04-28
461,한화솔루션(주),환경성적,2022-209,생산재,EVA 1317[1kg],0.0359,kgSbe/kg,0.0311,0.00479,,,2.24,kgCO2e/kg,1.49,0.754,,,0.00000277,kgCFC-11e/kg,0.00000277,,,,0.0117,kgSO2e/kg,0.0103,0.00136,,,0.00162,kgPO43-e/kg,0.00135,0.000273,,,0.00279,kgC2H4e/kg,0.00274,0.0000484,,,0.0136,m3H2Oe/kg,0.00558,0.00799,,,2022-04-29,2025-04-28
462,한화솔루션(주),환경성적,2022-210,생산재,EVA 1326[1kg],0.0356,kgSbe/kg,0.0307,0.00486,,,2.26,kgCO2e/kg,1.49,0.764,,,0.00000261,kgCFC-11e/kg,0.00000261,,,,0.0133,kgSO2e/kg,0.0119,0.00138,,,0.00182,kgPO43-e/kg,0.00155,0.000276,,,0.00266,kgC2H4e/kg,0.00261,0.0000493,,,0.014,m3H2Oe/kg,0.00586,0.00814,,,2022-04-29,2025-04-28
463,한화솔루션(주),환경성적,2022-211,생산재,EVA 1328[1kg],0.0359,kgSbe/kg,0.031,0.00493,,,2.29,kgCO2e/kg,1.52,0.776,,,0.00000261,kgCFC-11e/kg,0.00000261,,,,0.0141,kgSO2e/kg,0.0127,0.00141,,,0.00193,kgPO43-e/kg,0.00165,0.000282,,,0.00273,kgC2H4e/kg,0.00268,0.0000527,,,0.0142,m3H2Oe/kg,0.00611,0.00812,,,2022-04-29,2025-04-28
464,한화솔루션(주),환경성적,2022-212,생산재,EVA 1625[1kg],0.0357,kgSbe/kg,0.0307,0.00492,,,2.26,kgCO2e/kg,1.49,0.774,,,0.00000297,kgCFC-11e/kg,0.00000296,,,,0.0135,kgSO2e/kg,0.0121,0.0014,,,0.00185,kgPO43-e/kg,0.00157,0.000286,,,0.00269,kgC2H4e/kg,0.00264,0.0000514,,,0.014,m3H2Oe/kg,0.00586,0.00811,,,2022-04-29,2025-04-28
465,한화솔루션(주),환경성적,2022-213,생산재,EVA 1334[1kg],0.0353,kgSbe/kg,0.0306,0.00467,,,2.26,kgCO2e/kg,1.52,0.734,,,0.00000251,kgCFC-11e/kg,0.00000251,,,,0.016,kgSO2e/kg,0.0146,0.00133,,,0.00216,kgPO43-e/kg,0.00189,0.000267,,,0.00257,kgC2H4e/kg,0.00252,0.0000484,,,0.0142,m3H2Oe/kg,0.00647,0.00774,,,2022-04-29,2025-04-28
466,한화솔루션(주),환경성적,2022-214,생산재,EVA 1540[1kg],0.0351,kgSbe/kg,0.0305,0.00461,,,2.28,kgCO2e/kg,1.56,0.725,,,0.00000261,kgCFC-11e/kg,0.00000261,,,,0.0193,kgSO2e/kg,0.018,0.00132,,,0.00257,kgPO43-e/kg,0.0023,0.000273,,,0.00253,kgC2H4e/kg,0.00248,0.0000495,,,0.0151,m3H2Oe/kg,0.00715,0.00793,,,2022-04-29,2025-04-28
467,한화솔루션(주),환경성적,2022-215,생산재,EVA 1519[1kg],0.0356,kgSbe/kg,0.0309,0.00471,,,2.21,kgCO2e/kg,1.47,0.74,,,0.00000278,kgCFC-11e/kg,0.00000278,,,,0.0104,kgSO2e/kg,0.00907,0.00135,,,0.00148,kgPO43-e/kg,0.0012,0.000283,,,0.00271,kgC2H4e/kg,0.00266,0.0000534,,,0.0128,m3H2Oe/kg,0.00527,0.0075,,,2022-04-29,2025-04-28
468,한화솔루션(주),환경성적,2022-216,생산재,EVA 1520[1kg],0.0355,kgSbe/kg,0.0309,0.00465,,,2.2,kgCO2e/kg,1.47,0.731,,,0.00000278,kgCFC-11e/kg,0.00000278,,,,0.0104,kgSO2e/kg,0.00909,0.00133,,,0.00149,kgPO43-e/kg,0.0012,0.000289,,,0.00271,kgC2H4e/kg,0.00266,0.0000518,,,0.0128,m3H2Oe/kg,0.00527,0.00751,,,2022-04-29,2025-04-28
469,한화솔루션(주),환경성적,2022-217,생산재,EVA 1528[1kg],0.0355,kgSbe/kg,0.0308,0.00472,,,2.25,kgCO2e/kg,1.51,0.742,,,0.00000261,kgCFC-11e/kg,0.00000261,,,,0.014,kgSO2e/kg,0.0126,0.00135,,,0.00192,kgPO43-e/kg,0.00164,0.000283,,,0.00263,kgC2H4e/kg,0.00258,0.0000491,,,0.0138,m3H2Oe/kg,0.00605,0.00778,,,2022-04-29,2025-04-28
470,한화솔루션(주),환경성적,2022-218,생산재,EVA 1529[1kg],0.0351,kgSbe/kg,0.0307,0.00439,,,2.19,kgCO2e/kg,1.5,0.69,,,0.00000261,kgCFC-11e/kg,0.00000261,,,,0.0139,kgSO2e/kg,0.0126,0.00126,,,0.00192,kgPO43-e/kg,0.00164,0.000276,,,0.00262,kgC2H4e/kg,0.00257,0.0000495,,,0.0131,m3H2Oe/kg,0.00604,0.00709,,,2022-04-29,2025-04-28
471,롯데칠성음료 (주),환경성적,2022-219,비내구재,"칸타타 프리미엄 라떼 [275 mL, CAN]",0.00157,kgSbe/개,0.00139,0.000158,,0.0000274,0.252,kgCO2e/개,0.222,0.0259,,0.00438,0.000019,kgCFC-11e/개,0.00000344,0.0000156,,,0.00206,kgSO2e/개,0.00199,0.0000537,,0.0000208,0.00143,kgPO43-e/개,0.00141,0.00000869,,0.00000714,0.000391,kgC2H4e/개,0.000349,0.0000391,,0.00000265,0.00909,m3H2Oe/개,0.0085,0.000581,,0.00000936,2022-04-29,2025-04-28
472,롯데칠성음료 (주),환경성적,2022-220,비내구재,"칸타타 카라멜 마키아토[275 mL, CAN]",0.00158,kgSbe/개,0.00131,0.000242,,0.0000207,0.248,kgCO2e/개,0.204,0.0408,,0.00351,0.0000196,kgCFC-11e/개,0.00000342,0.0000162,,,0.00173,kgSO2e/개,0.00162,0.0000927,,0.0000149,0.00102,kgPO43-e/개,0.001,0.0000145,,0.0000059,0.000355,kgC2H4e/개,0.000304,0.0000492,,0.00000207,0.00673,m3H2Oe/개,0.00615,0.000571,,0.00000901,2022-04-29,2025-04-28
473,지성산업개발(주),환경성적,2022-221,생산재,수로형집수정(JS-N01),0.586,kgSbe/개,0.462,0.124,,,185,kgCO2e/개,169,16,,,0.00667,kgCFC-11e/개,0.00667,0.000000221,,,0.233,kgSO2e/개,0.179,0.0536,,,0.0377,kgPO43-e/개,0.031,0.00671,,,0.0373,kgC2H4e/개,0.0298,0.00743,,,0.412,m3H2Oe/개,0.227,0.185,,,2022-04-29,2025-04-28
474,세방전지(주),환경성적,2022-222,생산재,ESP200-12,5.9,kgSbe/개,5.63,0.266,,,68.9,kgCO2e/개,26,42.9,,,0.00186,kgCFC-11e/개,0.00182,0.0000404,,,2.98,kgSO2e/개,2.9,0.0772,,,0.426,kgPO43-e/개,0.412,0.014,,,0.681,kgC2H4e/개,0.677,0.00363,,,2.7,m3H2Oe/개,2.02,0.674,,,2022-04-29,2025-04-28
475,동양화성(주),환경성적,2022-284,생산재,노이즈블럭 A3-210S,0.0638,kgSbe/m2,0.06,0.00375,,,4.73,kgCO2e/m2,4.12,0.608,,,0.000211,kgCFC-11e/m2,0.000211,,,,0.0181,kgSO2e/m2,0.017,0.00113,,,0.00599,kgPO43-e/m2,0.00556,0.000425,,,0.00389,kgC2H4e/m2,0.00387,0.0000257,,,0.178,m3H2Oe/m2,0.168,0.00926,,,2022-04-29,2025-04-28
476,한화솔루션(주),환경성적,2022-223,생산재,CTBA-8720BK,0.0248,kgSbe/kg,0.024,0.000741,,,2.38,kgCO2e/kg,2.27,0.117,,,0.0000958,kgCFC-11e/kg,0.0000958,,,,0.00733,kgSO2e/kg,0.00713,0.000199,,,0.00233,kgPO43-e/kg,0.00229,0.00004,,,0.00524,kgC2H4e/kg,0.00524,0.000000968,,,0.0228,m3H2Oe/kg,0.0214,0.00146,,,2022-04-29,2025-04-28
477,한화솔루션(주),환경성적,2022-224,생산재,CCBA-8725BK,0.0245,kgSbe/kg,0.0234,0.00108,,,2.5,kgCO2e/kg,2.33,0.171,,,0.0000922,kgCFC-11e/kg,0.0000922,,,,0.0113,kgSO2e/kg,0.011,0.00029,,,0.00246,kgPO43-e/kg,0.0024,0.0000569,,,0.00522,kgC2H4e/kg,0.00521,0.00000135,,,0.0248,m3H2Oe/kg,0.0227,0.00214,,,2022-04-29,2025-04-28
478,주식회사 엘엑스하우시스,저탄소제품,2019-030,생산재,"인테리어필름 SOLID[0.4mm*1,220mm*50m]",0.0179,kgSbe/m2,0.0151,0.00278,,,1.35,kgCO2e/m2,0.851,0.503,,,0.0000478,kgCFC-11e/m2,0.0000471,0.00000074,,,0.00516,kgSO2e/m2,0.00411,0.00105,,,0.00381,kgPO43-e/m2,0.00361,0.000198,,,0.00134,kgC2H4e/m2,0.00117,0.000163,,,0.0398,m3H2Oe/m2,0.0369,0.00286,,,2022-02-22,2025-02-21
479,(주)삼양사,환경성적,2022-225,비내구재,큐원 갈색설탕[1kg],0.00433,kgSbe/개,0.00256,0.00175,,0.0000225,0.832,kgCO2e/개,0.563,0.264,,0.00479,0.000092,kgCFC-11e/개,0.00000204,0.0000899,,,0.0102,kgSO2e/개,0.00969,0.000484,,0.0000182,0.00481,kgPO43-e/개,0.0047,0.0000961,,0.00000937,0.00138,kgC2H4e/개,0.00121,0.000166,,0.0000021,0.12,m3H2Oe/개,0.116,0.00423,,0.00000235,2022-04-29,2025-04-28
480,(주)삼양사,환경성적,2022-228,비내구재,큐원 흑설탕[1kg],0.00464,kgSbe/개,0.00255,0.00206,,0.0000226,0.886,kgCO2e/개,0.563,0.318,,0.00476,0.0000961,kgCFC-11e/개,0.00000202,0.0000941,,,0.0103,kgSO2e/개,0.00969,0.000612,,0.0000184,0.00483,kgPO43-e/개,0.0047,0.000116,,0.00000928,0.00141,kgC2H4e/개,0.00121,0.000198,,0.00000211,0.121,m3H2Oe/개,0.116,0.00499,,0.00000234,2022-04-29,2025-04-28
481,(주)삼양사,환경성적,2022-229,비내구재,큐원 흑설탕[15kg],0.0669,kgSbe/개,0.0353,0.0312,,0.000356,13.1,kgCO2e/개,8.26,4.82,,0.0509,0.00151,kgCFC-11e/개,0.0000261,0.00149,,,0.155,kgSO2e/개,0.146,0.0092,,0.000307,0.0709,kgPO43-e/개,0.069,0.00176,,0.0000785,0.021,kgC2H4e/개,0.0179,0.00306,,0.0000313,1.78,m3H2Oe/개,1.7,0.0751,,0.0000283,2022-04-29,2025-04-28
482,무림페이퍼(주),환경성적,2022-230,생산재,아티젠,10.4,kgSbe/ton,6.66,3.69,,,1680,kgCO2e/ton,1070,610,,,0.142,kgCFC-11e/ton,0.142,0.00000185,,,7.54,kgSO2e/ton,5.97,1.58,,,2.38,kgPO43-e/ton,2.03,0.35,,,1.43,kgC2H4e/ton,1.32,0.11,,,38.5,m3H2Oe/ton,32.9,5.57,,,2022-04-29,2025-04-28
483,한화솔루션(주),환경성적,2022-231,생산재,EVA 1340[1kg],0.0354,kgSbe/kg,0.0307,0.00472,,,2.31,kgCO2e/kg,1.56,0.744,,,0.000179,kgCFC-11e/kg,0.00000236,0.000177,,,0.0187,kgSO2e/kg,0.0176,0.00113,,,0.00252,kgPO43-e/kg,0.00225,0.000265,,,0.0028,kgC2H4e/kg,0.00254,0.000256,,,0.0155,m3H2Oe/kg,0.00716,0.0083,,,2022-04-29,2025-04-28
484,씨제이제일제당(주),환경성적,2022-232,비내구재,백설 갈색설탕[1KG],0.00421,kgSbe/개,0.00281,0.00138,,0.0000278,0.813,kgCO2e/개,0.601,0.206,,0.00544,0.000108,kgCFC-11e/개,0.0000687,0.0000398,,,0.0104,kgSO2e/개,0.00979,0.00058,,0.0000228,0.00472,kgPO43-e/개,0.00462,0.0000921,,0.0000102,0.00151,kgC2H4e/개,0.00131,0.000201,,0.00000255,0.114,m3H2Oe/개,0.113,0.000859,,0.00000273,2022-04-29,2025-04-28
485,씨제이제일제당(주),환경성적,2022-233,비내구재,백설 갈색설탕[3KG],0.0129,kgSbe/개,0.00825,0.00455,,0.0000708,2.59,kgCO2e/개,1.79,0.785,,0.0133,0.000426,kgCFC-11e/개,0.000194,0.000232,,,0.0311,kgSO2e/개,0.0293,0.00174,,0.0000587,0.0141,kgPO43-e/개,0.0137,0.000294,,0.0000245,0.00465,kgC2H4e/개,0.0039,0.000747,,0.00000646,0.341,m3H2Oe/개,0.338,0.00291,,0.00000676,2022-04-29,2025-04-28
